article_id,topic,sentence,context_window,sentiment_score,certainty_pct,explanation,other_observations
3171253100,education,"Ms. Stiles, a Newfoundlander, got into politics during her studies at Carleton University in Ottawa, then worked as an NDP MP's assistant and later a school trustee.",large,0,82,Neutral throughout.,
3171253100,education,"When the Ontario NDP surged to Official Opposition status in 2018, she became education critic, then took the leadership in an uncontested race in 2023 months after Andrea Horwath stepped down on election night.",small,0,78,"Neutral factual career progression; ""surged"" describes the party's electoral performance, not the education file.",
3171253100,education,"When the Ontario NDP surged to Official Opposition status in 2018, she became education critic, then took the leadership in an uncontested race in 2023 months after Andrea Horwath stepped down on election night.",medium,0,78,Neutral throughout.,
3171253100,education,"When the Ontario NDP surged to Official Opposition status in 2018, she became education critic, then took the leadership in an uncontested race in 2023 months after Andrea Horwath stepped down on election night.",large,0,80,Neutral throughout.,
3171253100,tariffs_trade,"Trade issues are top-of-mind in some of the ""orange/blue"" ridings where she is targeting the PCs, such as the Niagara Region and Southwestern Ontario.",small,0,55,"Neutral strategic/electoral framing; sentence describes campaign targeting, not an evaluation of trade itself.",
3171253100,tariffs_trade,"Trade issues are top-of-mind in some of the ""orange/blue"" ridings where she is targeting the PCs, such as the Niagara Region and Southwestern Ontario.",medium,-0.2,60,"Preceding sentence notes the tariff issue ""forced her and the party to pivot quickly,"" adding a reactive, mildly negative undertone.",
3171253100,tariffs_trade,"Trade issues are top-of-mind in some of the ""orange/blue"" ridings where she is targeting the PCs, such as the Niagara Region and Southwestern Ontario.",large,-0.15,60,Consistent with the reactive framing at full-article scale.,
3171242949,tariffs_trade,"Arguments about the Canada-U.S. trade war and NATO spending dominated Tuesday night's Liberal leadership debate in Montreal, where four candidates faced off publicly for the final time before the party picks Justin Trudeau's successor.",small,-0.3,55,"""Trade war"" carries inherent negative connotation, but the sentence itself is a neutral description of debate content.",
3171242949,tariffs_trade,"Arguments about the Canada-U.S. trade war and NATO spending dominated Tuesday night's Liberal leadership debate in Montreal, where four candidates faced off publicly for the final time before the party picks Justin Trudeau's successor.",medium,-0.25,58,"Full (short) article also includes a positive Crombie endorsement quote on an unrelated point, slightly softening overall tone.",
3171242949,tariffs_trade,"Arguments about the Canada-U.S. trade war and NATO spending dominated Tuesday night's Liberal leadership debate in Montreal, where four candidates faced off publicly for the final time before the party picks Justin Trudeau's successor.",large,-0.25,58,Article is short; large window ≈ medium window.,Very short article; window-size distinction is largely moot.
3171210696,tariffs_trade,"The threat of tariffs looms large, overshadowing traditional election issues like health care and affordability.",small,-0.6,82,"""Threat... looms large, overshadowing"" is strongly negative, ominous language.",
3171210696,tariffs_trade,"The threat of tariffs looms large, overshadowing traditional election issues like health care and affordability.",medium,-0.6,82,Article is short; medium ≈ small window.,
3171210696,tariffs_trade,"The threat of tariffs looms large, overshadowing traditional election issues like health care and affordability.",large,-0.6,84,Consistent across the whole (short) article.,
3171210696,health_care,"The threat of tariffs looms large, overshadowing traditional election issues like health care and affordability.",small,-0.2,55,"Health care itself isn't evaluated; it is portrayed as being crowded out/marginalized by tariff coverage, a mild negative for the issue's visibility.",Same sentence yields two topic mentions (tariffs_trade and health_care).
3171210696,health_care,"The threat of tariffs looms large, overshadowing traditional election issues like health care and affordability.",medium,-0.2,55,No additional context changes this in the short article.,
3171210696,health_care,"The threat of tariffs looms large, overshadowing traditional election issues like health care and affordability.",large,-0.2,58,Consistent across article.,
3171210696,tariffs_trade,"He's on the show to talk about how tariffs shaped this election, how the parties are approaching the challenges facing Ontario and how Ford's opponents are dealing with the uphill battle against him.",small,-0.3,55,"""Challenges"" and ""uphill battle"" are mildly negative; ""shaped this election"" itself is neutral.",
3171210696,tariffs_trade,"He's on the show to talk about how tariffs shaped this election, how the parties are approaching the challenges facing Ontario and how Ford's opponents are dealing with the uphill battle against him.",medium,-0.3,58,Consistent with rest of (short) article.,
3171210696,tariffs_trade,"He's on the show to talk about how tariffs shaped this election, how the parties are approaching the challenges facing Ontario and how Ford's opponents are dealing with the uphill battle against him.",large,-0.3,58,Consistent with rest of article.,
3171135998,tariffs_trade,Media coverage has been dominated by U.S. President Donald Trump's tariff threats.,small,-0.4,70,"""Dominated by... threats"" frames tariffs negatively as crowding out other coverage.",
3171135998,tariffs_trade,Media coverage has been dominated by U.S. President Donald Trump's tariff threats.,medium,-0.35,68,"Surrounding sentences about blizzards and ""a storm of people not paying attention"" add a generally negative/disengaged tone.",
3171135998,tariffs_trade,Media coverage has been dominated by U.S. President Donald Trump's tariff threats.,large,-0.35,70,Whole article's negative framing around declining turnout is consistent.,
3171135998,post_secondary,"At York University on Tuesday, Anmoal Gill talked to students about the provincial election and the voter registration process, part of a 50-campus outreach campaign involving the Dais think tank at TMU and Elections Ontario.",small,0,70,"Purely descriptive outreach activity, no evaluative language.",
3171135998,post_secondary,"At York University on Tuesday, Anmoal Gill talked to students about the provincial election and the voter registration process, part of a 50-campus outreach campaign involving the Dais think tank at TMU and Elections Ontario.",medium,0.1,60,"Nearby ""mixed bag of election awareness"" is mostly neutral but the outreach itself reads as a constructive civic effort.",
3171135998,post_secondary,"At York University on Tuesday, Anmoal Gill talked to students about the provincial election and the voter registration process, part of a 50-campus outreach campaign involving the Dais think tank at TMU and Elections Ontario.",large,0.15,62,"In the context of an article about declining turnout, this outreach effort reads as a positive counter-example.",
3171135990,tariffs_trade,"Nova Scotia took a major step toward liberalizing trade with the rest of the country and making it easier for workers to relocate to the province, part of a groundswell of recent efforts to diversify the Canadian economy as it faces persistent U.S. tariff threats.",small,0.3,60,"""Major step"", ""liberalizing"", ""groundswell"" are positive/proactive; ""persistent U.S. tariff threats"" injects a negative counterweight.",Mixed-valence sentence — flagged for cross-check.
3171135990,tariffs_trade,"Nova Scotia took a major step toward liberalizing trade with the rest of the country and making it easier for workers to relocate to the province, part of a groundswell of recent efforts to diversify the Canadian economy as it faces persistent U.S. tariff threats.",medium,0.35,65,"Following sentence on tabling legislation is neutral-positive, reinforcing the proactive frame.",
3171135990,tariffs_trade,"Nova Scotia took a major step toward liberalizing trade with the rest of the country and making it easier for workers to relocate to the province, part of a groundswell of recent efforts to diversify the Canadian economy as it faces persistent U.S. tariff threats.",large,0.3,68,Consistent with the article's framing of the bill as a constructive response to an external threat.,
3171135990,tariffs_trade,Both federal and provincial leaders have emphasized the need to increase trade within Canada to offset economic damage from potential U.S. tariffs.,small,0.1,50,"""Offset economic damage"" is a negative anchor, but ""emphasized the need to increase trade"" is proactive/positive; net near-neutral.",Genuinely ambiguous mixed-valence sentence — flagged for cross-check.
3171135990,tariffs_trade,Both federal and provincial leaders have emphasized the need to increase trade within Canada to offset economic damage from potential U.S. tariffs.,medium,0.1,55,Consistent with surrounding procedural sentences.,
3171135990,tariffs_trade,Both federal and provincial leaders have emphasized the need to increase trade within Canada to offset economic damage from potential U.S. tariffs.,large,0.1,55,Consistent across article.,
3171135990,tariffs_trade,"Bill 36, called the Free Trade and Mobility within Canada Act, stipulates that goods manufactured or produced in another province or territory, which have met regulatory standards for that jurisdiction, would not be subject to additional fees or testing by Nova Scotia.",small,0,75,Purely procedural/legal description with no evaluative language.,
3171135990,tariffs_trade,"Bill 36, called the Free Trade and Mobility within Canada Act, stipulates that goods manufactured or produced in another province or territory, which have met regulatory standards for that jurisdiction, would not be subject to additional fees or testing by Nova Scotia.",medium,0,75,Purely procedural throughout.,
3171135990,tariffs_trade,"Bill 36, called the Free Trade and Mobility within Canada Act, stipulates that goods manufactured or produced in another province or territory, which have met regulatory standards for that jurisdiction, would not be subject to additional fees or testing by Nova Scotia.",large,0,75,Purely procedural throughout.,
3171135990,tariffs_trade,The legislation would drop all of Nova Scotia's 19 exceptions in the Canadian Free Trade Agreement for provinces and territories that do the same.,small,0.2,55,"""Drop... exceptions"" reads as favorable movement toward openness, though sentence is largely procedural.",
3171135990,tariffs_trade,The legislation would drop all of Nova Scotia's 19 exceptions in the Canadian Free Trade Agreement for provinces and territories that do the same.,medium,0.2,58,Consistent with surrounding procedural sentences.,
3171135990,tariffs_trade,The legislation would drop all of Nova Scotia's 19 exceptions in the Canadian Free Trade Agreement for provinces and territories that do the same.,large,0.2,60,Consistent with the article's generally favorable framing of the bill.,
3171135990,tariffs_trade,"The CFTA, signed by federal, provincial and territorial governments in 2017, aims to reduce internal trade barriers and regulatory differences between provinces and territories, but allows all jurisdictions to list any exceptions.",small,0,55,"""Aims to reduce barriers"" is positive but ""allows... exceptions"" undercuts it — net neutral.",
3171135990,tariffs_trade,"The CFTA, signed by federal, provincial and territorial governments in 2017, aims to reduce internal trade barriers and regulatory differences between provinces and territories, but allows all jurisdictions to list any exceptions.",medium,0,58,Consistent with surrounding explanatory sentences.,
3171135990,tariffs_trade,"The CFTA, signed by federal, provincial and territorial governments in 2017, aims to reduce internal trade barriers and regulatory differences between provinces and territories, but allows all jurisdictions to list any exceptions.",large,0,58,Consistent across article.,
3171135990,tariffs_trade,"B.C. Minister of Jobs, Economic Development and Innovation Diana Gibson wouldn't commit either. She said all options are on the table to reduce interprovincial trade barriers, including legislation if needed.",small,-0.2,60,"""Wouldn't commit"" signals hesitancy/non-commitment, a mildly negative note relative to Nova Scotia's decisive action.",
3171135990,tariffs_trade,"B.C. Minister of Jobs, Economic Development and Innovation Diana Gibson wouldn't commit either. She said all options are on the table to reduce interprovincial trade barriers, including legislation if needed.",medium,-0.2,62,Consistent with the noncommittal framing.,
3171135990,tariffs_trade,"B.C. Minister of Jobs, Economic Development and Innovation Diana Gibson wouldn't commit either. She said all options are on the table to reduce interprovincial trade barriers, including legislation if needed.",large,-0.2,62,Consistent across article.,
3171135990,tariffs_trade,The focus on internal trade barriers is part of a larger strategy policy makers are taking to look for economic growth opportunities beyond Canada's southern neighbour.,small,0.35,65,"""Economic growth opportunities"" is clearly positive/optimistic framing.",
3171135990,tariffs_trade,The focus on internal trade barriers is part of a larger strategy policy makers are taking to look for economic growth opportunities beyond Canada's southern neighbour.,medium,0.35,68,Consistent with surrounding positive-leaning procedural sentences.,
3171135990,tariffs_trade,The focus on internal trade barriers is part of a larger strategy policy makers are taking to look for economic growth opportunities beyond Canada's southern neighbour.,large,0.35,68,Consistent across article.,
3171135990,tariffs_trade,"U.S. President Donald Trump said on Monday he's moving ahead with 25-per-cent tariffs on nearly all goods from Mexico and Canada, saying the levies ""are going forward on time and on schedule.""",small,-0.5,75,"""Moving ahead"", ""going forward on time"" signal an unwelcome escalation from Canada's economic-interest perspective.",
3171135990,tariffs_trade,"U.S. President Donald Trump said on Monday he's moving ahead with 25-per-cent tariffs on nearly all goods from Mexico and Canada, saying the levies ""are going forward on time and on schedule.""",medium,-0.5,78,Consistent with surrounding negative tariff-escalation sentences.,
3171135990,tariffs_trade,"U.S. President Donald Trump said on Monday he's moving ahead with 25-per-cent tariffs on nearly all goods from Mexico and Canada, saying the levies ""are going forward on time and on schedule.""",large,-0.5,78,Consistent across article.,
3171135990,tariffs_trade,"As well, Mr. Trump has promised 25-per-cent tariffs on all imports of aluminum and steel, including from Canada, on March 12.",small,-0.5,78,"Further tariff escalation, same negative framing as the preceding sentence.",
3171135990,tariffs_trade,"As well, Mr. Trump has promised 25-per-cent tariffs on all imports of aluminum and steel, including from Canada, on March 12.",medium,-0.5,80,Consistent with surrounding negative tariff-escalation sentences.,
3171135990,tariffs_trade,"As well, Mr. Trump has promised 25-per-cent tariffs on all imports of aluminum and steel, including from Canada, on March 12.",large,-0.5,80,Consistent across article.,
3171135990,tariffs_trade,Mr. Houston said premiers are still working to avoid tariffs but are also preparing for a scenario where the U.S. makes good on its threats.,small,-0.35,65,"""Working to avoid"" and ""threats"" keep this in defensive/negative territory, tempered by the proactive ""preparing"".",
3171135990,tariffs_trade,Mr. Houston said premiers are still working to avoid tariffs but are also preparing for a scenario where the U.S. makes good on its threats.,medium,-0.35,68,Consistent with surrounding sentences.,
3171135990,tariffs_trade,Mr. Houston said premiers are still working to avoid tariffs but are also preparing for a scenario where the U.S. makes good on its threats.,large,-0.35,68,Consistent across article.,
3171135990,tariffs_trade,"The push by the federal and provincial government to dismantle internal trade barriers isn't expected to touch agricultural supply management, which includes provincial quotas for the production of eggs, dairy and poultry.",small,0,65,Neutral clarifying/scoping statement.,
3171135990,tariffs_trade,"The push by the federal and provincial government to dismantle internal trade barriers isn't expected to touch agricultural supply management, which includes provincial quotas for the production of eggs, dairy and poultry.",medium,0,65,Neutral throughout.,
3171135990,tariffs_trade,"The push by the federal and provincial government to dismantle internal trade barriers isn't expected to touch agricultural supply management, which includes provincial quotas for the production of eggs, dairy and poultry.",large,0,65,Neutral throughout.,
3171135990,tariffs_trade,"Internal Trade Minister Anita Anand announced on Friday that Ottawa will remove about half of federal exceptions in the CFTA, bringing the number down to 19.",small,0.3,60,Concrete removal of trade barriers reads as tangible policy progress — mildly positive.,
3171135990,tariffs_trade,"Internal Trade Minister Anita Anand announced on Friday that Ottawa will remove about half of federal exceptions in the CFTA, bringing the number down to 19.",medium,0.3,62,Consistent with surrounding positive-leaning procedural sentences.,
3171135990,tariffs_trade,"Internal Trade Minister Anita Anand announced on Friday that Ottawa will remove about half of federal exceptions in the CFTA, bringing the number down to 19.",large,0.3,62,Consistent across article.,
3171135990,tariffs_trade,"Mr. Houston said the federal government should go ""the rest of the way"" and remove other restrictions it places on internal trade.",small,-0.15,55,"Implies current federal effort is insufficient — mild critique, though still framed as constructive urging.",
3171135990,tariffs_trade,"Mr. Houston said the federal government should go ""the rest of the way"" and remove other restrictions it places on internal trade.",medium,-0.15,58,"The ""foolish"" meat-pizza example that follows reinforces mild criticism of remaining barriers.",
3171135990,tariffs_trade,"Mr. Houston said the federal government should go ""the rest of the way"" and remove other restrictions it places on internal trade.",large,-0.15,58,Consistent across article.,
3171135990,tariffs_trade,"The Committee on Internal Trade, made up of federal and provincial officials who supervise the implementation of the CFTA, is expected to meet on Friday in Toronto to discuss progress on reducing trade barriers.",small,0.2,60,"""Progress on reducing trade barriers"" is mildly positive, forward-moving language.",
3171135990,tariffs_trade,"The Committee on Internal Trade, made up of federal and provincial officials who supervise the implementation of the CFTA, is expected to meet on Friday in Toronto to discuss progress on reducing trade barriers.",medium,0.2,62,Consistent with surrounding positive-leaning procedural sentences.,
3171135990,tariffs_trade,"The Committee on Internal Trade, made up of federal and provincial officials who supervise the implementation of the CFTA, is expected to meet on Friday in Toronto to discuss progress on reducing trade barriers.",large,0.2,62,Consistent across article.,
3171135990,tariffs_trade,The Canadian Federation of Independent Business said Nova Scotia's bill proposes the largest step forward toward breaking down Canada's internal trade barriers since the CFTA was signed.,small,0.5,78,"""Largest step forward"" is a clear, strong positive endorsement.",
3171135990,tariffs_trade,The Canadian Federation of Independent Business said Nova Scotia's bill proposes the largest step forward toward breaking down Canada's internal trade barriers since the CFTA was signed.,medium,0.55,80,"Reinforced by the following quote: ""We have a real opportunity to fix a long-term challenge.""",
3171135990,tariffs_trade,The Canadian Federation of Independent Business said Nova Scotia's bill proposes the largest step forward toward breaking down Canada's internal trade barriers since the CFTA was signed.,large,0.5,80,Consistent with the article closing on a positive-endorsement note.,
3171031169,tariffs_trade,Media coverage has been dominated by U.S. President Donald Trump's tariff threats.,small,-0.4,70,"Identical sentence to the one in article 3171135998 (near-duplicate article); same negative ""dominated by threats"" framing.",This article is a near-duplicate of ID 3171135998 — worth deduplicating before analysis at scale.
3171031169,tariffs_trade,Media coverage has been dominated by U.S. President Donald Trump's tariff threats.,medium,-0.35,68,Same surrounding context as the near-duplicate article.,
3171031169,tariffs_trade,Media coverage has been dominated by U.S. President Donald Trump's tariff threats.,large,-0.35,70,Same whole-article framing as the near-duplicate article.,
3171031169,post_secondary,"At York University on Tuesday, Anmoal Gill talked to students about the provincial election and the voter registration process, part of a 50-campus outreach campaign involving the Dais thinktank at TMU and Elections Ontario.",small,0,70,"Purely descriptive outreach activity, no evaluative language.",Near-duplicate content to ID 3171135998.
3171031169,post_secondary,"At York University on Tuesday, Anmoal Gill talked to students about the provincial election and the voter registration process, part of a 50-campus outreach campaign involving the Dais thinktank at TMU and Elections Ontario.",medium,0.1,60,Same reasoning as the near-duplicate article.,
3171031169,post_secondary,"At York University on Tuesday, Anmoal Gill talked to students about the provincial election and the voter registration process, part of a 50-campus outreach campaign involving the Dais thinktank at TMU and Elections Ontario.",large,0.15,62,Same reasoning as the near-duplicate article.,
3170972566,tariffs_trade,"...he was already making more candid comments about the U.S. leader as Canada negotiates on tariffs. ""The guy's cracked. Maybe I can speak more freely now...""",small,-0.6,70,"""The guy's cracked"" is a strongly derisive, negative characterization made in the context of tariff negotiations.","Quote target is Trump personally, not tariffs per se, but raised specifically in a tariff-negotiation context."
3170972566,tariffs_trade,"...he was already making more candid comments about the U.S. leader as Canada negotiates on tariffs. ""The guy's cracked. Maybe I can speak more freely now...""",medium,-0.6,72,Surrounding resignation-announcement context doesn't change the derisive tone.,
3170972566,tariffs_trade,"...he was already making more candid comments about the U.S. leader as Canada negotiates on tariffs. ""The guy's cracked. Maybe I can speak more freely now...""",large,-0.55,72,Consistent across article.,
3170972566,tariffs_trade,"Progressive Conservative Leader Doug Ford is musing about making Americans pay more for the electricity Ontario sends to the United States, a possible response to any tariffs U.S. President Donald Trump imposes on Canadian goods and services.",small,-0.3,60,"Retaliatory framing (""possible response to any tariffs"") is combative/negative, though ""musing"" softens it slightly.",
3170972566,tariffs_trade,"Progressive Conservative Leader Doug Ford is musing about making Americans pay more for the electricity Ontario sends to the United States, a possible response to any tariffs U.S. President Donald Trump imposes on Canadian goods and services.",medium,-0.3,65,"Ford's direct quote right after reinforces the combative, tit-for-tat tone.",
3170972566,tariffs_trade,"Progressive Conservative Leader Doug Ford is musing about making Americans pay more for the electricity Ontario sends to the United States, a possible response to any tariffs U.S. President Donald Trump imposes on Canadian goods and services.",large,-0.3,65,Consistent across article.,
3170972566,tariffs_trade,"""We're reviewing the cost of electricity we're sending down there. And if he puts tariffs on anything in Canada or Ontario, they're getting a tariff on their electricity,"" Ford said at a campaign stop in Ottawa today.",small,-0.1,50,"Could read as negative (retaliatory/adversarial) or positive (assertive, strong defence of provincial interests) — genuinely ambiguous.",Below-75% certainty — flagged for cross-check.
3170972566,tariffs_trade,"""We're reviewing the cost of electricity we're sending down there. And if he puts tariffs on anything in Canada or Ontario, they're getting a tariff on their electricity,"" Ford said at a campaign stop in Ottawa today.",medium,-0.1,50,Same ambiguity persists with added context.,Flagged for cross-check.
